var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12
0,0,3,582,"$63,000 ",4,2,883,N,3,C,117,0
0,2,2,634,"$12,500 ",0,1,949,N,6,A,51,1
0,1,2,911,"$67,300 ",1,3,797,N,10,C,203,0
0,3,1,878,"$1,200 ",0,4,530,N,6,A,470,1
1,3,4,905,"$3,100 ",2,3,846,N,4,A,154,1
0,3,1,751,"$26,200 ",0,1,219,N,5,A,781,1
0,2,0,627,"$58,600 ",0,6,796,N,8,A,204,1
0,1,1,904,"$74,400 ",0,0,188,N,16,A,812,1
0,0,0,566,"$65,000 ",0,1,909,N,1,B,91,1
0,0,1,261,"$22,200 ",4,2,400,N,1,A,600,1
0,1,2,952,"$95,200 ",0,2,548,Y,2,C,452,0
0,2,0,833,"$58,500 ",3,3,703,N,5,B,297,1
0,1,1,726,"$49,100 ",0,3,610,N,5,A,390,1
0,0,2,709,"$14,500 ",0,2,561,N,24,A,439,1
0,1,1,735,"$54,700 ",0,1,283,N,31,A,717,1
0,1,1,874,"$89,900 ",1,5,905,N,10,A,95,1
0,0,0,127,"$36,300 ",1,1,730,N,4,C,270,0
0,2,1,230,"$21,600 ",2,4,699,N,6,B,301,1
1,0,4,634,"$31,500 ",0,4,682,N,3,A,318,1
0,1,1,864,"$34,700 ",0,2,331,N,13,C,669,0
0,0,2,7,"$33,600 ",2,1,885,,5,B,115,1
0,0,1,469,"$34,400 ",1,4,241,N,7,A,759,1
0,0,2,697,"$85,900 ",0,2,481,,21,B,519,1
0,0,1,584,"$97,800 ",4,3,929,N,5,B,71,1
0,0,1,536,"$12,900 ",1,2,765,,10,C,235,0
0,2,2,251,"$56,700 ",0,3,247,N,6,B,753,1
0,3,0,775,"$47,700 ",0,6,929,Y,12,B,71,1
0,0,0,430,"$83,100 ",0,4,375,N,3,C,625,0
0,1,0,0,"$97,000 ",3,2,91,N,3,A,909,1
0,0,0,652,"$55,000 ",0,7,316,N,5,A,684,1
0,3,0,117,"$78,500 ",1,3,167,N,10,B,833,1
0,2,1,120,"$19,600 ",0,3,238,N,1,B,762,1
0,0,1,733,"$63,400 ",2,7,306,N,5,C,694,0
0,0,1,585,"$19,700 ",0,4,526,N,2,B,474,1
0,1,1,705,"$36,500 ",1,0,863,Y,18,C,137,0
0,2,0,976,"$5,800 ",0,2,93,N,3,A,907,1
0,2,1,525,"$68,400 ",3,3,515,N,4,B,485,1
0,0,1,696,"$66,100 ",1,2,489,N,5,B,511,1
0,0,2,771,"$42,600 ",0,4,359,N,18,C,641,0
0,1,1,324,"$9,800 ",2,2,694,N,9,C,306,0
0,0,1,960,"$1,800 ",1,2,996,N,4,A,4,1
0,1,1,785,"$30,500 ",1,2,645,,4,A,355,1
0,0,1,175,"$36,800 ",3,4,509,N,14,B,491,1
0,0,3,261,"$20,400 ",1,1,869,Y,15,B,131,1
0,1,0,690,"$5,400 ",3,5,968,,5,B,32,1
0,2,1,868,"$52,800 ",1,7,589,N,2,A,411,1
0,4,1,207,"$6,600 ",1,4,726,N,12,A,274,1
0,0,1,830,"$80,200 ",1,2,731,N,4,A,269,1
0,0,0,590,"$40,800 ",1,5,904,,-999,A,96,1
0,4,0,833,"$89,800 ",0,7,431,N,1,C,569,0
0,1,0,324,"$29,900 ",0,2,658,N,22,B,342,1
0,0,3,946,"$77,900 ",1,1,29,N,5,C,971,0
0,4,0,121,"$96,600 ",0,2,620,Y,4,A,380,1
0,0,1,713,"$44,900 ",1,3,888,N,3,A,112,1
1,0,5,733,"$24,500 ",2,0,670,N,7,C,330,0
0,3,0,153,"$65,300 ",0,2,547,N,14,A,453,1
0,1,0,602,"$84,600 ",1,3,724,N,3,B,276,1
0,1,2,370,"$46,700 ",0,3,505,N,1,A,495,1
0,0,2,488,"$16,800 ",1,2,458,N,1,B,542,1
0,0,1,466,"$6,400 ",1,4,912,N,3,C,88,0
0,1,2,362,"$97,800 ",0,1,558,N,41,C,442,0
0,0,0,505,"$50,200 ",0,2,303,N,12,A,697,1
0,1,2,277,"$64,100 ",1,1,929,N,1,C,71,0
0,1,5,673,"$22,200 ",2,4,113,N,13,A,887,1
0,1,1,293,"$16,100 ",5,1,111,N,2,C,889,0
0,1,0,209,"$88,300 ",0,7,945,N,3,A,55,1
0,0,0,637,"$52,000 ",2,1,707,Y,3,B,293,1
0,2,0,396,"$14,500 ",0,2,66,N,12,C,934,0
0,1,2,431,"$92,700 ",1,3,416,N,1,B,584,1
1,2,1,855,"$26,300 ",0,4,122,N,6,A,878,1
0,1,3,512,"$9,100 ",3,3,425,Y,6,A,575,1
0,1,1,138,"$53,300 ",0,0,780,N,9,C,220,0
0,0,2,598,"$70,600 ",0,5,524,,3,B,476,1
0,1,1,277,"$12,000 ",0,4,63,N,5,C,937,0
0,0,1,30,"$24,000 ",2,4,574,N,10,B,426,1
0,2,0,83,"$27,200 ",1,3,157,N,5,C,843,0
0,1,0,375,"$32,000 ",0,2,716,N,8,A,284,1
0,2,0,418,"$73,100 ",0,2,113,N,2,B,887,1
0,3,1,841,"$16,100 ",2,7,340,N,2,A,660,1
0,0,3,113,"$47,400 ",2,4,981,N,6,A,19,1
0,1,0,424,"$24,000 ",1,3,113,N,3,B,887,1
0,0,0,44,"$63,400 ",1,3,871,Y,4,B,129,1
0,1,0,77,"$23,400 ",0,3,253,N,6,C,747,0
0,1,1,384,"$19,800 ",3,3,843,N,1,A,157,1
0,1,2,428,"$46,200 ",3,4,85,N,7,A,915,1
0,1,1,267,"$62,400 ",1,8,653,Y,3,C,347,0
0,1,1,52,"$83,800 ",1,0,790,N,2,A,210,1
0,0,2,163,"$51,800 ",3,3,977,N,1,B,23,1
0,2,0,618,"$26,300 ",3,2,962,,3,B,38,1
0,0,4,899,"$34,100 ",1,5,493,N,5,C,507,0
0,0,2,617,"$35,000 ",2,2,167,N,5,C,833,0
0,3,0,844,"$7,500 ",0,5,823,N,7,A,177,1
0,2,0,897,"$96,300 ",1,3,802,N,13,C,198,0
0,1,1,161,"$93,500 ",1,9,471,N,11,A,529,1
0,2,1,814,"$1,200 ",0,2,317,N,2,B,683,1
0,2,1,956,"$12,600 ",1,3,812,Y,9,C,188,0
0,2,0,552,"$78,400 ",3,5,994,N,8,C,6,0
0,1,1,396,"$87,000 ",2,3,735,Y,1,A,265,1
0,3,1,689,"$97,400 ",1,4,727,N,23,A,273,1
0,3,2,540,"$15,400 ",0,2,542,N,3,C,458,0
0,2,2,266,"$88,000 ",1,1,438,N,1,C,562,0
0,1,1,129,"$92,300 ",0,1,34,,15,C,966,0
0,1,1,445,"$68,900 ",1,4,727,Y,3,A,273,1
0,2,0,48,"$49,100 ",0,2,843,N,5,C,157,0
0,5,1,664,"$13,100 ",0,2,295,N,4,B,705,1
0,0,4,7,"$42,000 ",3,2,877,Y,3,C,123,0
0,0,1,741,"$55,200 ",1,3,446,N,1,A,554,1
0,2,2,985,"$2,700 ",1,2,701,N,6,B,299,1
0,2,1,84,"$33,800 ",0,2,280,N,2,B,720,1
0,0,1,965,"$69,700 ",0,0,90,N,1,B,910,1
0,1,1,337,"$6,700 ",0,4,824,N,14,A,176,1
0,0,0,574,"$67,300 ",1,7,98,N,8,C,902,0
0,1,0,337,"$51,500 ",0,3,714,N,2,A,286,1
0,0,0,830,"$19,500 ",1,5,326,N,5,A,674,1
0,3,1,977,"$16,900 ",3,2,404,N,5,B,596,1
1,1,3,341,"$23,800 ",0,1,569,N,2,B,431,1
0,0,0,103,"$91,200 ",2,3,717,N,3,C,283,0
0,1,1,645,"$9,100 ",2,6,214,N,2,C,786,0
0,0,1,897,"$75,900 ",1,4,568,,7,A,432,1
0,0,0,774,"$60,100 ",0,2,696,N,12,A,304,1
0,2,0,224,"$61,500 ",0,7,468,N,6,C,532,0
0,4,0,782,"$81,200 ",1,3,181,N,3,A,819,1
0,2,1,41,"$63,400 ",2,4,82,N,10,A,918,1
0,1,2,170,"$99,100 ",0,2,494,N,3,A,506,1
0,0,1,382,"$97,200 ",0,3,938,N,5,B,62,1
0,0,1,57,"$73,100 ",0,3,270,N,6,B,730,1
0,0,1,409,"$33,000 ",2,10,613,N,13,B,387,1
0,0,1,270,"$79,600 ",1,6,68,,4,B,932,1
0,0,0,335,"$88,700 ",0,2,908,N,2,A,92,1
0,2,0,107,"$67,800 ",2,1,625,N,1,A,375,1
0,2,1,938,"$46,700 ",1,3,509,N,10,B,491,1
0,0,1,487,"$91,700 ",0,2,811,N,1,C,189,0
0,2,1,406,"$63,100 ",2,3,978,N,1,A,22,1
0,1,2,28,"$54,100 ",2,3,146,N,12,A,854,1
0,0,1,924,"$73,100 ",0,3,183,N,1,C,817,0
0,1,0,656,"$90,300 ",0,6,753,N,4,B,247,1
0,4,0,434,"$63,100 ",1,0,938,N,3,C,62,0
0,0,0,898,"$33,400 ",0,4,151,N,2,B,849,1
0,1,0,409,"$87,000 ",0,4,120,N,5,A,880,1
0,1,1,555,"$43,200 ",0,2,677,N,2,A,323,1
0,0,1,194,"$71,500 ",2,3,110,Y,13,C,890,0
0,0,0,305,"$22,300 ",0,0,669,N,9,B,331,1
0,1,0,322,"$94,300 ",2,5,816,N,3,C,184,0
0,0,0,867,"$50,200 ",0,2,66,N,5,B,934,1
0,0,3,963,"$16,300 ",1,4,454,Y,5,C,546,0
0,1,2,837,"$89,500 ",1,4,62,N,1,B,938,1
0,2,1,68,"$15,000 ",0,2,585,N,3,A,415,1
0,2,3,814,"$12,200 ",1,3,597,N,6,A,403,1
0,3,0,244,"$42,500 ",0,3,943,N,19,C,57,0
0,0,3,777,"$62,300 ",4,3,488,N,18,C,512,0
0,0,0,182,"$88,000 ",2,2,545,N,4,B,455,1
0,1,1,704,"$22,600 ",1,4,934,N,6,B,66,1
0,0,0,540,"$82,100 ",0,4,871,N,10,C,129,0
0,0,0,67,"$56,300 ",2,3,890,N,3,B,110,1
0,2,1,921,"$27,600 ",1,2,750,N,3,A,250,1
0,0,4,60,"$47,500 ",1,4,108,N,11,A,892,1
0,1,1,335,"$38,300 ",3,3,95,N,1,A,905,1
0,2,0,357,"$46,700 ",2,1,353,N,4,A,647,1
0,3,3,407,"$32,600 ",3,1,202,N,18,C,798,0
0,1,1,415,"$33,800 ",2,5,188,N,4,B,812,1
0,3,3,125,"$68,400 ",2,2,575,Y,3,C,425,0
0,0,2,85,"$12,800 ",0,2,605,N,6,A,395,1
0,0,1,797,"$51,000 ",0,3,758,N,3,B,242,1
0,0,2,119,"$75,100 ",1,2,889,N,3,A,111,1
0,0,0,428,"$63,200 ",0,4,106,N,7,A,894,1
0,1,0,38,"$79,200 ",1,1,999,N,6,B,1,1
0,3,1,422,"$86,600 ",3,1,461,Y,10,C,539,0
0,2,1,767,"$39,200 ",1,3,980,N,7,C,20,0
0,0,3,64,"$65,100 ",0,1,850,N,9,A,150,1
0,0,0,359,"$70,200 ",1,2,89,N,7,A,911,1
0,2,1,626,"$76,200 ",1,2,641,,4,C,359,0
0,0,2,532,"$61,800 ",2,4,95,N,5,B,905,1
0,0,0,565,"$27,900 ",1,3,679,N,7,B,321,1
0,0,0,347,"$45,800 ",2,2,315,Y,1,B,685,1
0,1,0,344,"$54,600 ",0,1,513,,3,C,487,0
0,2,1,719,"$71,100 ",2,3,627,Y,13,A,373,1
0,3,1,438,"$97,600 ",2,4,896,N,4,A,104,1
0,1,0,119,"$4,000 ",1,1,426,N,20,B,574,1
0,0,0,869,"$10,500 ",0,5,176,N,19,A,824,1
0,0,2,419,"$27,800 ",0,3,62,N,1,A,938,1
0,4,1,488,"$38,100 ",2,6,93,N,2,B,907,1
0,1,3,887,"$9,600 ",7,3,709,,2,B,291,1
0,1,1,566,"$20,200 ",1,4,96,N,8,A,904,1
0,0,1,979,"$22,000 ",2,4,216,N,4,C,784,0
0,1,0,228,"$68,200 ",2,1,427,N,11,A,573,1
0,3,0,481,"$64,800 ",1,2,500,N,4,A,500,1
0,2,0,811,"$42,500 ",2,2,931,N,11,C,69,0
0,1,1,57,"$98,700 ",0,5,900,Y,3,C,100,0
0,1,0,777,"$95,400 ",0,5,488,Y,3,C,512,0
0,0,1,385,"$98,700 ",2,3,577,N,1,B,423,1
0,4,2,40,"$39,800 ",1,2,251,N,22,C,749,0
0,3,0,702,"$19,400 ",1,4,78,N,6,C,922,0
0,1,0,681,"$15,800 ",1,4,577,N,3,C,423,0
0,1,0,433,"$73,100 ",0,3,431,N,2,B,569,1
0,1,2,383,"$92,100 ",3,4,921,N,2,B,79,1
0,0,0,868,"$89,900 ",0,3,392,N,3,B,608,1
0,0,0,316,"$10,200 ",2,5,150,N,4,B,850,1
0,0,1,719,"$24,100 ",1,3,286,N,11,A,714,1
0,1,4,816,"$98,800 ",0,2,377,N,2,B,623,1
0,1,0,61,"$6,700 ",1,2,33,N,2,B,967,1
0,3,0,980,"$97,000 ",1,1,676,N,9,B,324,1
0,2,0,662,"$14,200 ",2,1,105,N,2,B,895,1
0,0,3,75,"$80,200 ",0,6,787,N,14,A,213,1
0,0,0,325,"$17,000 ",2,1,953,N,8,B,47,1
0,1,2,123,"$24,300 ",1,2,480,N,5,B,520,1
0,0,0,487,"$55,500 ",0,4,270,N,3,A,730,1
0,2,0,348,"$81,500 ",0,5,348,N,1,B,652,1
0,0,0,164,"$8,500 ",0,5,717,N,5,B,283,1
0,1,0,109,"$74,200 ",1,2,795,N,1,B,205,1
0,1,3,101,"$29,900 ",1,3,645,,8,A,355,1
0,2,0,412,"$90,100 ",0,2,634,N,6,C,366,0
0,0,2,540,"$88,100 ",0,1,645,Y,1,A,355,1
0,2,1,142,"$7,300 ",0,4,294,N,10,B,706,1
0,0,0,949,"$61,100 ",1,5,294,N,18,A,706,1
0,0,1,674,"$50,900 ",1,5,730,N,19,C,270,0
0,1,0,840,"$47,200 ",0,2,370,Y,2,A,630,1
0,2,2,441,"$16,600 ",1,2,10,N,5,A,990,1
0,1,0,884,"$21,700 ",0,2,915,N,5,B,85,1
0,2,0,854,"$93,400 ",2,1,513,N,7,A,487,1
0,0,0,961,"$20,100 ",1,3,663,,6,C,337,0
0,2,3,614,"$86,400 ",0,3,431,N,3,A,569,1
0,2,0,742,"$47,000 ",0,2,641,N,6,C,359,0
0,1,0,961,"$86,300 ",1,4,921,N,30,B,79,1
0,3,2,922,"$60,600 ",0,5,654,N,1,B,346,1
0,1,2,886,"$49,900 ",0,1,288,N,5,C,712,0
0,2,0,386,"$66,800 ",0,3,357,N,3,C,643,0
0,0,2,501,"$90,900 ",1,2,16,N,8,A,984,1
0,3,1,538,"$22,900 ",0,3,326,N,15,C,674,0
0,1,1,675,"$7,600 ",0,4,795,,10,A,205,1
0,2,1,855,"$48,400 ",0,0,304,N,2,A,696,1
0,0,0,29,"$40,400 ",0,1,656,N,2,C,344,0
0,1,0,828,"$91,200 ",1,1,284,,1,C,716,0
0,0,2,682,"$55,800 ",0,3,827,N,1,B,173,1
0,3,1,389,"$45,200 ",1,4,619,N,13,B,381,1
0,1,3,286,"$54,700 ",1,1,147,N,16,B,853,1
0,0,2,932,"$65,300 ",2,1,874,N,1,B,126,1
0,0,3,824,"$86,000 ",1,1,670,Y,11,B,330,1
0,0,0,879,"$8,000 ",0,6,907,N,4,A,93,1
0,1,1,534,"$41,300 ",2,3,841,N,4,A,159,1
0,0,0,286,"$74,400 ",1,0,784,N,6,A,216,1
0,2,0,730,"$87,700 ",1,1,293,N,19,C,707,0
0,0,0,438,"$26,200 ",0,2,33,N,6,B,967,1
0,1,0,516,"$57,200 ",1,5,682,N,2,A,318,1
0,0,0,804,"$74,500 ",0,3,355,N,5,C,645,0
0,1,0,981,"$76,600 ",3,3,696,N,1,C,304,0
0,0,1,656,"$22,700 ",1,1,264,N,1,A,736,1
0,0,0,368,"$61,900 ",1,4,505,Y,30,B,495,1
0,2,1,747,"$94,400 ",1,5,202,N,1,A,798,1
0,0,2,243,"$89,700 ",1,3,871,N,5,B,129,1
0,0,0,955,"$72,300 ",2,2,648,N,16,A,352,1
0,0,0,161,"$70,400 ",0,3,143,N,8,C,857,0
0,2,1,920,"$7,800 ",1,3,840,Y,7,C,160,0
0,0,0,547,"$93,000 ",3,2,155,N,3,B,845,1
0,0,0,237,"$43,300 ",0,1,634,N,10,C,366,0
0,0,1,481,"$28,400 ",1,5,879,N,3,C,121,0
0,0,0,303,"$63,000 ",3,4,450,Y,10,A,550,1
0,2,4,644,"$11,900 ",1,2,125,N,5,C,875,0
0,2,0,486,"$46,700 ",1,0,925,N,2,A,75,1
0,1,1,157,"$92,400 ",3,6,330,N,2,B,670,1
0,1,1,557,"$32,200 ",2,3,981,N,5,A,19,1
0,0,1,489,"$46,700 ",0,1,611,N,13,B,389,1
0,0,1,617,"$27,800 ",2,5,796,N,1,B,204,1
0,1,6,157,"$17,000 ",1,4,577,,1,C,423,0
0,0,0,683,"$4,300 ",0,2,756,N,18,B,244,1
0,1,0,32,"$96,500 ",4,3,686,N,7,C,314,0
0,1,1,972,"$12,600 ",1,3,724,,10,A,276,1
0,1,2,905,"$35,500 ",0,5,333,N,21,C,667,0
0,0,0,297,"$33,400 ",2,5,493,,14,B,507,1
0,0,0,728,"$78,200 ",1,1,912,N,6,A,88,1
0,1,0,646,"$48,800 ",1,2,35,N,4,C,965,0
0,2,0,257,"$42,500 ",0,2,528,N,36,C,472,0
0,2,2,570,"$75,900 ",2,3,348,N,2,B,652,1
0,0,2,394,"$95,000 ",2,7,959,N,15,A,41,1
0,2,0,754,"$82,800 ",0,1,477,N,15,A,523,1
0,0,1,929,"$94,900 ",1,4,32,N,1,A,968,1
0,2,1,435,"$65,500 ",1,3,263,Y,16,C,737,0
0,1,1,916,"$33,800 ",1,4,774,N,7,C,226,0
0,2,0,919,"$27,200 ",1,1,298,N,9,C,702,0
0,1,0,82,"$19,300 ",1,1,643,Y,2,A,357,1
0,0,0,568,"$66,700 ",0,2,131,N,5,C,869,0
1,0,3,342,"$25,900 ",0,2,771,N,3,B,229,1
0,1,0,598,"$47,900 ",0,4,566,Y,16,C,434,0
0,0,1,312,"$86,600 ",0,2,101,Y,3,A,899,1
0,1,2,270,"$86,300 ",0,4,55,N,18,A,945,1
0,0,0,465,"$73,800 ",1,3,805,Y,1,A,195,1
0,2,0,226,"$30,000 ",3,5,218,N,15,A,782,1
0,1,1,456,"$19,500 ",1,6,853,N,2,C,147,0
0,2,1,301,"$17,000 ",0,3,2,N,8,C,998,0
0,0,3,212,"$79,200 ",0,1,505,N,7,A,495,1
0,2,1,803,"$6,500 ",0,1,300,N,7,A,700,1
0,1,1,699,"$9,100 ",2,4,52,N,6,B,948,1
0,3,1,373,"$82,200 ",0,3,502,N,4,A,498,1
0,1,1,316,"$20,900 ",2,0,595,N,1,C,405,0
0,1,2,314,"$4,900 ",2,5,109,N,21,B,891,1
0,0,1,543,"$50,800 ",1,3,483,N,4,A,517,1
0,1,1,941,"$20,000 ",1,4,715,N,2,A,285,1
0,2,1,160,"$66,100 ",1,2,268,N,4,B,732,1
0,3,0,787,"$63,900 ",1,4,826,N,19,C,174,0
0,0,0,533,"$8,000 ",1,3,678,N,2,C,322,0
0,0,0,717,"$49,500 ",0,1,177,N,5,B,823,1
0,0,1,132,"$46,400 ",2,2,66,N,1,A,934,1
0,2,2,66,"$49,800 ",0,3,681,N,12,B,319,1
0,3,1,201,"$21,200 ",0,4,174,N,17,B,826,1
0,1,0,288,"$60,000 ",3,6,413,N,3,A,587,1
1,2,4,637,"$19,800 ",1,6,418,N,4,C,582,0
0,0,0,935,"$6,900 ",0,3,634,N,1,B,366,1
0,1,0,408,"$67,800 ",3,2,432,,1,B,568,1
0,3,0,904,"$67,100 ",1,4,946,N,9,A,54,1
0,1,1,483,"$93,700 ",2,1,829,N,8,B,171,1
0,1,0,561,"$62,500 ",0,1,165,N,10,C,835,0
0,0,0,261,"$73,500 ",3,3,433,N,1,A,567,1
0,4,1,608,"$86,500 ",2,2,773,N,7,C,227,0
0,1,1,46,"$74,000 ",4,2,369,N,15,B,631,1
0,0,1,798,"$58,600 ",0,4,945,N,6,A,55,1
0,2,0,433,"$42,400 ",1,4,599,N,5,A,401,1
0,0,1,550,"$44,900 ",0,3,756,Y,2,B,244,1
0,0,0,140,"$45,600 ",0,4,687,N,6,C,313,0
0,1,2,892,"$31,600 ",1,1,134,N,7,B,866,1
0,2,0,581,"$74,600 ",2,0,269,N,3,B,731,1
0,2,0,463,"$3,100 ",0,1,750,N,8,C,250,0
0,1,0,97,"$52,400 ",1,1,42,N,4,B,958,1
0,2,0,730,"$50,500 ",1,1,203,N,12,C,797,0
0,1,2,51,"$10,300 ",0,4,231,N,8,B,769,1
0,1,0,847,"$31,200 ",1,2,678,N,13,C,322,0
0,3,3,913,"$89,000 ",2,2,212,N,8,A,788,1
0,2,2,324,"$21,100 ",1,0,628,N,3,C,372,0
0,1,2,618,"$60,100 ",0,0,404,N,-999,B,596,1
0,3,0,409,"$9,400 ",0,8,726,N,3,A,274,1
0,1,0,233,"$95,100 ",0,7,496,,8,C,504,0
0,2,0,846,"$57,000 ",2,2,220,,3,C,780,0
1,2,0,738,"$4,800 ",0,6,617,N,12,A,383,1
0,0,2,910,"$10,200 ",2,4,800,N,18,B,200,1
0,0,1,967,"$86,800 ",2,4,515,N,20,C,485,0
0,2,1,341,"$81,300 ",0,3,557,N,2,C,443,0
0,0,2,367,"$13,500 ",0,3,839,N,2,B,161,1
0,0,0,123,"$19,400 ",2,2,825,Y,1,A,175,1
1,2,3,892,"$67,700 ",1,5,682,Y,10,B,318,1
0,3,0,110,"$65,100 ",0,2,193,Y,10,C,807,0
0,2,0,938,"$58,100 ",1,2,238,N,8,C,762,0
0,2,1,867,"$46,700 ",0,2,199,Y,8,A,801,1
0,1,1,156,"$6,300 ",2,1,360,N,1,C,640,0
0,0,1,792,"$45,600 ",2,4,216,N,3,B,784,1
0,1,0,429,"$87,900 ",0,2,459,N,1,B,541,1
0,4,0,617,"$42,100 ",1,1,915,N,30,B,85,1
0,0,1,650,"$95,200 ",1,2,901,,5,C,99,0
0,2,1,327,"$15,100 ",0,5,355,N,16,B,645,1
0,3,1,255,"$35,000 ",0,1,240,N,3,A,760,1
0,0,1,591,"$1,200 ",1,3,774,N,10,A,226,1
0,1,1,608,"$88,700 ",1,2,719,N,1,A,281,1
0,1,2,889,"$80,000 ",0,5,642,N,2,B,358,1
0,0,0,194,"$57,400 ",0,3,304,,1,B,696,1
0,1,1,773,"$28,200 ",1,2,80,,6,C,920,0
0,0,0,999,"$39,700 ",0,2,538,N,20,C,462,0
0,0,1,568,"$33,700 ",2,5,662,N,3,B,338,1
0,0,1,511,"$16,300 ",2,3,446,N,14,A,554,1
0,2,0,380,"$15,500 ",1,2,878,N,9,A,122,1
1,1,4,486,"$67,200 ",1,2,96,N,2,A,904,1
0,1,2,507,"$60,200 ",0,4,526,N,2,B,474,1
0,1,0,560,"$5,900 ",2,4,64,Y,6,B,936,1
0,0,0,478,"$16,800 ",1,2,521,N,2,B,479,1
0,1,0,674,"$57,800 ",1,3,840,N,7,C,160,0
0,1,1,540,"$20,000 ",1,5,326,N,2,C,674,0
0,0,0,973,"$81,200 ",2,1,738,N,4,B,262,1
0,3,1,808,"$50,400 ",2,1,246,N,4,B,754,1
0,0,0,144,"$92,300 ",1,2,187,N,7,A,813,1
0,1,1,440,"$70,300 ",1,9,866,N,3,B,134,1
0,2,0,540,"$4,700 ",1,4,599,N,16,B,401,1
0,2,0,474,"$57,500 ",0,4,866,N,3,A,134,1
0,1,2,890,"$6,400 ",1,4,93,,25,A,907,1
0,1,0,326,"$2,700 ",0,1,381,Y,4,B,619,1
0,2,1,912,"$69,000 ",0,5,117,N,2,C,883,0
0,0,1,648,"$40,500 ",1,4,873,Y,7,C,127,0
0,1,1,986,"$42,300 ",0,6,8,N,2,C,992,0
0,0,2,594,"$42,800 ",2,6,10,N,2,B,990,1
0,0,1,892,"$77,300 ",2,2,34,N,6,A,966,1
0,0,0,501,"$83,900 ",0,3,773,N,16,C,227,0
0,2,2,197,"$80,300 ",2,2,463,N,8,A,537,1
0,2,1,201,"$42,100 ",3,4,101,N,1,A,899,1
0,1,2,840,"$96,900 ",1,0,153,N,2,C,847,0
0,0,3,936,"$44,600 ",1,2,632,N,4,C,368,0
0,1,0,633,"$70,500 ",1,1,417,N,17,C,583,0
0,1,1,283,"$78,400 ",2,5,0,N,8,C,1000,0
0,1,4,357,"$78,200 ",0,1,71,Y,10,B,929,1
0,1,1,29,"$84,900 ",1,3,556,N,4,B,444,1
0,4,3,592,"$90,900 ",0,3,863,N,7,A,137,1
0,0,1,627,"$26,000 ",3,0,407,N,2,C,593,0
0,0,2,609,"$53,400 ",0,3,84,Y,1,A,916,1
0,0,1,937,"$61,200 ",1,2,67,N,6,A,933,1
0,0,1,246,"$80,200 ",0,4,866,Y,4,A,134,1
0,3,1,888,"$5,100 ",3,1,793,Y,7,A,207,1
0,3,2,926,"$38,000 ",1,1,192,N,4,B,808,1
0,0,1,214,"$38,200 ",3,4,25,N,4,B,975,1
1,0,1,459,"$60,700 ",0,5,307,N,13,A,693,1
1,0,1,630,"$81,600 ",2,3,45,N,3,A,955,1
0,1,1,522,"$86,300 ",1,2,655,N,1,B,345,1
0,1,0,156,"$32,600 ",3,3,665,N,12,C,335,0
0,0,0,957,"$26,100 ",0,4,70,N,7,A,930,1
0,1,0,700,"$17,000 ",0,1,144,,2,A,856,1
0,1,1,397,"$37,600 ",0,2,533,,3,B,467,1
0,0,0,310,"$81,900 ",2,0,56,N,14,B,944,1
0,1,0,525,"$66,100 ",1,2,152,N,3,B,848,1
0,0,0,139,"$91,200 ",1,3,386,N,4,B,614,1
0,0,0,456,"$97,600 ",1,1,52,N,3,C,948,0
0,1,1,245,"$66,700 ",1,4,47,N,13,B,953,1
0,2,2,928,"$33,300 ",2,1,480,N,4,B,520,1
0,0,4,49,"$25,200 ",5,2,612,Y,4,B,388,1
0,0,2,574,"$26,600 ",1,1,753,N,7,A,247,1
0,2,2,634,"$82,800 ",0,6,502,N,4,B,498,1
0,0,0,13,"$21,200 ",2,4,500,N,2,B,500,1
0,2,1,60,"$30,100 ",0,4,992,N,1,C,8,0
0,1,1,144,"$34,200 ",1,0,680,N,13,A,320,1
0,1,2,990,"$17,200 ",0,1,174,N,7,A,826,1
0,0,1,370,"$3,400 ",1,5,291,N,8,B,709,1
1,2,2,732,"$53,200 ",1,5,282,N,9,B,718,1
0,0,0,52,"$99,900 ",2,4,556,N,2,A,444,1
0,2,1,496,"$23,300 ",2,2,648,N,9,C,352,0
0,0,3,233,"$77,300 ",0,4,57,N,6,B,943,1
0,0,1,539,"$27,300 ",2,4,795,,3,B,205,1
0,1,0,194,"$88,000 ",0,5,706,N,5,C,294,0
0,5,3,51,"$8,900 ",2,5,236,N,4,B,764,1
0,1,1,719,"$92,100 ",1,4,742,N,11,B,258,1
0,1,0,175,"$60,400 ",0,1,675,N,2,A,325,1
0,0,0,677,"$65,900 ",0,3,24,,2,A,976,1
0,0,0,260,"$39,300 ",1,4,160,N,4,A,840,1
0,1,0,763,"$6,900 ",0,2,511,N,9,C,489,0
0,2,1,290,"$75,500 ",1,3,532,Y,7,C,468,0
0,0,1,11,"$7,400 ",2,3,546,N,27,B,454,1
0,1,1,460,"$79,200 ",1,3,316,N,5,C,684,0
0,3,2,563,"$87,000 ",0,4,564,N,5,C,436,0
0,3,1,294,"$51,800 ",1,5,231,N,6,A,769,1
0,1,2,811,"$94,400 ",1,3,658,Y,4,C,342,0
0,2,0,998,"$29,900 ",0,4,538,N,4,A,462,1
0,2,0,296,"$3,300 ",1,3,167,Y,13,B,833,1
0,1,2,42,"$26,400 ",1,2,792,N,1,C,208,0
0,1,1,936,"$84,800 ",2,6,389,N,7,A,611,1
